text,label
&#8220;: Huh man &#128571;&#128553;&#128588;&#128166;&#128166;&#128166;&#128166; he's gna drown in the pussy for real,1
"Don't tell a girl you'll never eat pussy, cus you just lost. That means all you do is have sex, and you boring.",1
"There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;",0
Ummm...so the Happy Fairy apparently took a crap on my twitter and made it all...happy.,1
S/o to the homie niggah stay making bomb food when we high af,1
"""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""",0
Me and my big ol titty bitch,1
"I don't. (._.) Light skin Bitches will have 30 unread texts & still tweet ""Nobody to talk to"" .. You bitches is outta control",1
I hate myself for bein so nice to these hoes bro. ..,1
For every thirst dog lies a thirsty bitch.,1
lmaoooooo Dude said bitches from NY fuck to Redman's greatest hits &#128557;&#128557;&#128557;,1
Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! h&#8230;,0
It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;,0
I show do like The Jeffersons. Dat George make me wanna open up a dry cleaning stow and call all da white folk honkey,0
Time 2 kill 2 birds with 1 stone. Work out while I renew my food handlers card online. Push play for this dumb class,0
Fucking told all of you bitches.,1
So six martinis before passing out on the couch after watching Euro-trash into the wee hours. Got it.,1
Girls dress like hoes and wonder why good guys aren't attracted to them...,1
Ben will gett ya some pussy.. ben will get ya some head!,1
"If you love somebody, you can't cheat, have hoes, do certain shit cause them limits type shit.",1
thirsty hoes &#128129;,1
"We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children",1
lil spook and yung lean and robb all night,0
"Alarm set, early bird n all that. Night all xx",0
"""I only be with older men cause they're more mature"" That supposed to fool us bitch?",1
bitches love some Alex from target &#128527;,1
bitches don't knw what to let ride certain shit ain't work mentioning,1
yellow bone be oh so easy wit da name callin b,0
"ugh , put one 420 dead center off him",0
"I want some cookies, brownies and ice cream. &#128523;",0
guys that cheat on their girlfriend are trash. the girls that know he has a girlfriend are also trash.,1
Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back. &#160;&#160;&#160;&#160;&#160;&#160; #Sport&#8230;,0
"If she makes a good sandwhich and she give a good blowy, wife dat hoe up. That way you can eat while she eatting",1
Listing to my dumb ass mom & just getting my eyebrows done at a new place the bitch fucced them up & I have picture day tomorrow &#128529;,1
"Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.&#8221;",0
Leave it up to me it would've been in the trash.... All of it.,0
None of my bitches judge me they love me &#128524; don't think they would like me if i was any other way,1
Sluts and hoes are needed.Respect their services.,1
check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco,0
I don't fuck wit these bitches cuz they think they slick&#128530;,1
Haha macklemoore was just on my ferry boat bitches. That black caddy !,1
Only Southerners know the difference between redneck and white trash.,1
Lol im out here curving bitches like im taken,1
i'm a bitch but a sweetheart u feel me,1
"HAHAHA ""chunky goalkeeper makes a save with his stomach""",0
&#8220;: Fuck them texts! &#128526; it's a movement. Lmaooo &#8220;: courts texting rubbed off on me &#128514;&#8221;&#8221;she used to be bitch bout it tho &#128553;,1
there isn't a green one either. There's red and yellow in that pic...,0
that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga...gimme some jiggy shit i ca ...,1
Joshua is a faggot. Just suspend him on those grounds,1
", um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that",1
why you gotta hoe me like that,1
Wen yu see uh bad bitch n wanna holla say Ayyy,1
raising asia.... that lil bitch could dance bruh &#128514;,1
Cheating and having hoes gets old. Everyone should want to reach a point where they're mature enough to stay faithful &&#8230;,1
I literally just looked bc this kids a pussy..,1
"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job",1
#pussy,1
Boats n hoes boats n hoes gotta have me my boats n hoes!!!!!!!,1
you bitch ass nigga,1
what a little bitch lol,1
The Pirates have made the playoffs and the Yankees are out...hell has frozen over,0
. Try visiting at night for a real spook!,0
"1. For male rap artist if you not talking about money, bitches and drugs niggas don't wanna hear your shit",1
RT Niggas will cheat and not even know that bitch name. That shit aint cheating.,1
If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz&#128514;,1
""": No love for these fuck niggas"" hoes*",1
When a bitch I don't like laugh at my joke,1
who's pussy better then a crazy bitch?,1
"Peyton Manning's remarkable season: &#8226; 5,477 Pass yds (NFL record) &#8226; 55 Pass TD (NFL record) &#8226; 450 completions &#8226; likely ho&#8230;",0
Nah really the man at BG breh nigga got random bitches at the bar coming up to me like I attend the university this is crazy,1
The Game Beats 40 Glocc in LA (Full Video) via - this bitch 40 cop can't be s&#8230;,1
That cracker as big as he looks on TV?,1
&#8220;: what would u do? .. &#128561; that bitch down the stairs!,1
snag that ho!!!,1
"ALL Relationships come w/ hatin ass hoes&#128589;, drama&#128074;, jealousy&#128530;, arguments&#128545;.. ALL THAT. Only REAL couples laugh at the shit &#8230;",1
"hey cunt, I miss you. &#128557;&#128557;",1
Hard to QA? Time is also a pain to mock out in unit tests...,0
omg that bitch sang uninvited? ugh :-( Setlist #mainestatepier,1
Alabama is overrated this yr the last 2 weeks has shown too many chinks in their armor WV gave them hell too,0
do I remember a game winning jack to right last summer at Yankee stadium that started a p&#8230;,0
"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn",0
Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,0
Somewhere in the ghetto it's a nigger getting shot over BBQ,1
This hoe taken by the world smh,1
I need some red green & yellow pants & helly shirts express,0
"You ever randomly woke up and ya bitch standing over you, just staring.",1
birds of a feather..,0
"Big booty = sour face ,no hair ,or she a hoe.",1
My mom didn't buy me Oreos she doesn't love me,0
This nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how I'm making the room shake,1
"Mr President & homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",0
"I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",0
pop me a pill & throw that pussy a rave,1
So who wants to tell the Washington Post that Charlie Crist is a Democrat?,0
flappy bird make me just smash my phone into my face,0
dumb nigger,1
Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol,1
Yeah okay let's just put a fire cracker in a cow pie and see what happens,0
if uckin love freebees like pom I'm so duck to have here in hm life,1
"Despite the zebra red rocket special, portland beats those jersey shore floppers.",0
goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?,0
Mentions probably look like a septic tank. Go ahead. Meme me! #CosbyMeme,0
Frozen peas and ibuprofen. My new best friends # cripple,0
Clan of retards...,1
"Young, stupid ass hoes these days&#128514;&#128514;#GOTDAYUM",1
I ain't chasin no hoes I got asthma lol...#300,1
I don't understand how you can be such a bitch,1
"""Obama is out on the golf course still looking for his balls."" -Charlie Daniels",0
hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,1
"Indirect ass little bitches, like you know my fucking number and where I live.",1
Smh queer,1
Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey,0
ehh it was tough but yeah. Lol jk of course niglet,1
"You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president.",0
Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,0
Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,0
Iggy Azalea that bitch &#128588;,1
Your update for my s3 pretty much broke 4G and made it absolutely annoying and retarded.,1
We gotta be pretty. With a perfect body. Smart. Funny . Not too tall. Know how to cook. Be good at sex but not a hoe. H&#8230;,1
"Stop snitching faggot &#8220;: ""I'll snap you a nude but promise you won't screenshot"" ""Don't worry baby I won't""",1
"Let her be a hoe, why you stopping her?",1
"Dudes taking ""selfies"" aint cute. .... ya pussies",1
Poont gotta be trash,0
I didn't know #whitetears were blue and yellow! #lessonoftheday,0
A yellow jacket landed on my mouth and stung me while I was cutting grass..safe to say he won &#128029;,0
You bitches can't relate to me. So stop.,1
bitch ain't fall down or nothing. bet she can take more licks than you. No?,1
She trash tho.,0
"Actual quote from local cop - ""there are too many pussies in this town"".",1
"Ford. F-O-R-D, just a fancy name for a fag mobile",1
thats life hoes gonna be hoes an you could blame Tammy,1
stfu bitch,1
She looks like a plastic monkey doll!,0
Bitches be swearing they pussy soooo good &#128553;&#128530; nonsense &#128545;,1
lmaoo what a fag,1
So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.,1
Do as I say soo &#128545;&#128074; R muthaafuckin J hoe &#128514;&#128514;,1
Bring another bitch for a real nigga.,1
My bitch bre been ina good mood they free'd her young hogg &#128175;,1
Will Hillary &#8216;dodo-bird&#8217; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG via,0
Me & hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen...,0
Lmfaooooo Can't trust a bitch that don't smile with her teeth.,1
Proud to be a redneck patriot :),0
thank you jackass zebras,0
I ain't to show bout dem colored diamonds you talk about on da radio. Any diamond you gets from a colored be stolen,0
Text your bitch some lyrics from that new Ty Dolla $ign tape before she wake up so she'll nag you a little less today,1
"&#8220;: A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;",1
The sash ringing..the trash singing..mash flinging....the flash stringing...ringing....THE HASH SLINGING SLASHER!,0
' Fuccccck that was ma niggah from Cali swag &#1041222;&#1041216; R.I.P Jayare .,1
Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,0
Happy birthday cotton picker lol,0
"#RadioFreeNorthwest 218 Covington reads responses & mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen",0
Get two birds stoned at one time.,0
haha same here bitch is trippin #brokeass,1
Why girls be so embrrased when they pussy fart? Embrace that shit. Make the cheeks clap with it. We finna beatbox.,1
BREAKING: Yankees acquire Lebron James in a 3 team deal per sources,0
I talked to some birds... I fell in love again..,0
